concept,prefl,litf
http://vocab.getty.edu/aat/300226291,http://vocab.getty.edu/aat/term/1000505177-nl,detective camera's
http://vocab.getty.edu/aat/300266792,http://vocab.getty.edu/aat/term/1000637395-nl,digitale camera's
http://vocab.getty.edu/aat/300022646,http://vocab.getty.edu/aat/term/1000022646-nl,electric eye cameras
http://vocab.getty.edu/aat/300022641,http://vocab.getty.edu/aat/term/1000475654-nl,kleinbeeldcamera's
http://vocab.getty.edu/aat/300022644,http://vocab.getty.edu/aat/term/1000475658-nl,filmcamera's
http://vocab.getty.edu/aat/300235479,http://vocab.getty.edu/aat/term/1000507039-nl,procescamera's
http://vocab.getty.edu/aat/300266381,http://vocab.getty.edu/aat/term/1000637063-nl,bewakingscamera's
http://vocab.getty.edu/aat/300263898,http://vocab.getty.edu/aat/term/1000512411-nl,videocamera’s
http://vocab.getty.edu/aat/300266357,http://vocab.getty.edu/aat/term/1000637035-nl,cameravallen
http://vocab.getty.edu/aat/300139222,http://vocab.getty.edu/aat/term/1000493220-nl,panoramacamera's
http://vocab.getty.edu/aat/300022652,http://vocab.getty.edu/aat/term/1000475665-nl,gaatjescamera's
http://vocab.getty.edu/aat/300266525,http://vocab.getty.edu/aat/term/1000637192-nl,meetzoekercamera's
http://vocab.getty.edu/aat/300022654,http://vocab.getty.edu/aat/term/1000475667-nl,reflexcamera's
http://vocab.getty.edu/aat/300022659,http://vocab.getty.edu/aat/term/1000475673-nl,stereoscopische camera's
http://vocab.getty.edu/aat/300022661,http://vocab.getty.edu/aat/term/1000475675-nl,statiefcamera's
http://vocab.getty.edu/aat/300023121,http://vocab.getty.edu/aat/term/1000475938-nl,bankaambeelden
http://vocab.getty.edu/aat/300023211,http://vocab.getty.edu/aat/term/1000023211-nl,double-creasing stakes
http://vocab.getty.edu/aat/300023282,http://vocab.getty.edu/aat/term/1000476066-nl,schroefdraadsnijmachines
http://vocab.getty.edu/aat/300023771,http://vocab.getty.edu/aat/term/1000476329-nl,klauwbijlen
http://vocab.getty.edu/aat/300023804,http://vocab.getty.edu/aat/term/1000476352-nl,schuine boorschaven
http://vocab.getty.edu/aat/300023805,http://vocab.getty.edu/aat/term/1000476354-nl,bandschaven
http://vocab.getty.edu/aat/300023806,http://vocab.getty.edu/aat/term/1000476356-nl,enbreveerschaven
http://vocab.getty.edu/aat/300023812,http://vocab.getty.edu/aat/term/1000476358-nl,neusschaven
http://vocab.getty.edu/aat/300023816,http://vocab.getty.edu/aat/term/1000476360-nl,klizeerschaven
http://vocab.getty.edu/aat/300023819,http://vocab.getty.edu/aat/term/1000476362-nl,verstekschaven
http://vocab.getty.edu/aat/300023824,http://vocab.getty.edu/aat/term/1000476364-nl,ploegschaven
http://vocab.getty.edu/aat/300023829,http://vocab.getty.edu/aat/term/1000476366-nl,sponningschaven
http://vocab.getty.edu/aat/300023842,http://vocab.getty.edu/aat/term/1000476374-nl,losse profielschaven
http://vocab.getty.edu/aat/300023843,http://vocab.getty.edu/aat/term/1000610233-nl,bossingschaven
http://vocab.getty.edu/aat/300161926,http://vocab.getty.edu/aat/term/1000161926-nl,table round planes
http://vocab.getty.edu/aat/300161609,http://vocab.getty.edu/aat/term/1000493844-nl,veerploegen
http://vocab.getty.edu/aat/300161620,http://vocab.getty.edu/aat/term/1000493846-nl,messingschaven
http://vocab.getty.edu/aat/300023845,http://vocab.getty.edu/aat/term/1000476378-nl,bankschaven
http://vocab.getty.edu/aat/300023860,http://vocab.getty.edu/aat/term/1000476392-nl,boogschaven
http://vocab.getty.edu/aat/300023864,http://vocab.getty.edu/aat/term/1000476394-nl,toogschaven
http://vocab.getty.edu/aat/300023868,http://vocab.getty.edu/aat/term/1000476396-nl,vingerschaven
http://vocab.getty.edu/aat/300023869,http://vocab.getty.edu/aat/term/1000476398-nl,vloerschaven
http://vocab.getty.edu/aat/300023870,http://vocab.getty.edu/aat/term/1000476400-nl,kuipershaalmessen
http://vocab.getty.edu/aat/300023878,http://vocab.getty.edu/aat/term/1000476402-nl,fineerschaven
http://vocab.getty.edu/aat/300023879,http://vocab.getty.edu/aat/term/1000476404-nl,kimschaven
http://vocab.getty.edu/aat/300023882,http://vocab.getty.edu/aat/term/1000476406-nl,tandschaven
http://vocab.getty.edu/aat/300023895,http://vocab.getty.edu/aat/term/1000476415-nl,eenvoudige profielschaven
http://vocab.getty.edu/aat/300023885,http://vocab.getty.edu/aat/term/1000476408-nl,complexe profielschaven
http://vocab.getty.edu/aat/300183060,http://vocab.getty.edu/aat/term/1000495972-nl,steengeschut
http://vocab.getty.edu/aat/300201661,http://vocab.getty.edu/aat/term/1000499872-nl,caronnades
http://vocab.getty.edu/aat/300036942,http://vocab.getty.edu/aat/term/1000036942-nl,culverins
http://vocab.getty.edu/aat/300036937,http://vocab.getty.edu/aat/term/1000036937-nl,demi-cannons
http://vocab.getty.edu/aat/300036945,http://vocab.getty.edu/aat/term/1000481197-nl,falconetten
http://vocab.getty.edu/aat/300036944,http://vocab.getty.edu/aat/term/1000481195-nl,valkenetten
http://vocab.getty.edu/aat/300036938,http://vocab.getty.edu/aat/term/1000036938-nl,pedreros
http://vocab.getty.edu/aat/300036939,http://vocab.getty.edu/aat/term/1000481185-nl,serpentijnen (kanonnen)
http://vocab.getty.edu/aat/300036951,http://vocab.getty.edu/aat/term/1000610515-nl,Gatling-geweren
http://vocab.getty.edu/aat/300201534,http://vocab.getty.edu/aat/term/1000499819-nl,pistoolmitrailleurs
http://vocab.getty.edu/aat/300037160,http://vocab.getty.edu/aat/term/1000481413-nl,pistolen
http://vocab.getty.edu/aat/300266247,http://vocab.getty.edu/aat/term/1000311266-nl,calivers
http://vocab.getty.edu/aat/300201513,http://vocab.getty.edu/aat/term/1000499803-nl,karabijnen
http://vocab.getty.edu/aat/300201552,http://vocab.getty.edu/aat/term/1000499830-nl,granaatwerpers
http://vocab.getty.edu/aat/300178567,http://vocab.getty.edu/aat/term/1000495245-nl,haakbussen
http://vocab.getty.edu/aat/300037179,http://vocab.getty.edu/aat/term/1000481425-nl,musketten
http://vocab.getty.edu/aat/300201558,http://vocab.getty.edu/aat/term/1000201558-nl,petronels
http://vocab.getty.edu/aat/300037181,http://vocab.getty.edu/aat/term/1000481427-nl,geweren
http://vocab.getty.edu/aat/300037153,http://vocab.getty.edu/aat/term/1000481407-nl,hagelgeweren
http://vocab.getty.edu/aat/300203846,http://vocab.getty.edu/aat/term/1000611516-nl,trommelrevolvers
http://vocab.getty.edu/aat/300201546,http://vocab.getty.edu/aat/term/1000499826-nl,harpoenkanonnen
http://vocab.getty.edu/aat/300225038,http://vocab.getty.edu/aat/term/1000504985-nl,howdah pistolen
http://vocab.getty.edu/aat/300203817,http://vocab.getty.edu/aat/term/1000611510-nl,ganzenroeren
http://vocab.getty.edu/aat/300197630,http://vocab.getty.edu/aat/term/1000498580-nl,ballonklokken
http://vocab.getty.edu/aat/300197654,http://vocab.getty.edu/aat/term/1000498599-nl,Gotische klokken
http://vocab.getty.edu/aat/300198670,http://vocab.getty.edu/aat/term/1000498873-nl,lantaarnklokken
http://vocab.getty.edu/aat/300041590,http://vocab.getty.edu/aat/term/1000482944-nl,grootmoederklokken
http://vocab.getty.edu/aat/300041586,http://vocab.getty.edu/aat/term/1000482942-nl,staande horloges
http://vocab.getty.edu/aat/300041582,http://vocab.getty.edu/aat/term/1000482938-nl,pillar and scroll-klokken
http://vocab.getty.edu/aat/300197665,http://vocab.getty.edu/aat/term/1000498610-nl,torentjesklokken
http://vocab.getty.edu/aat/300197626,http://vocab.getty.edu/aat/term/1000498574-nl,Act of Parliamentklokken
http://vocab.getty.edu/aat/300041595,http://vocab.getty.edu/aat/term/1000482950-nl,banjoklokken
http://vocab.getty.edu/aat/300197642,http://vocab.getty.edu/aat/term/1000498585-nl,cartels
http://vocab.getty.edu/aat/300041602,http://vocab.getty.edu/aat/term/1000482954-nl,koekoeksklokken
http://vocab.getty.edu/aat/300041601,http://vocab.getty.edu/aat/term/1000482952-nl,girandole-klokken
http://vocab.getty.edu/aat/300248340,http://vocab.getty.edu/aat/term/1000611976-nl,Amerikaanse wandklokken
http://vocab.getty.edu/aat/300203434,http://vocab.getty.edu/aat/term/1000500162-nl,siderische klokken
http://vocab.getty.edu/aat/300195960,http://vocab.getty.edu/aat/term/1000498066-nl,speelklokken
http://vocab.getty.edu/aat/300260141,http://vocab.getty.edu/aat/term/1000510461-nl,orgelklokken
http://vocab.getty.edu/aat/300195793,http://vocab.getty.edu/aat/term/1000497975-nl,atoomklokken
http://vocab.getty.edu/aat/300196070,http://vocab.getty.edu/aat/term/1000498119-nl,digitale klokken
http://vocab.getty.edu/aat/300225923,http://vocab.getty.edu/aat/term/1000505122-nl,kwartsklokken
http://vocab.getty.edu/aat/300041609,http://vocab.getty.edu/aat/term/1000482960-nl,klokken met gewicht
http://vocab.getty.edu/aat/300265319,http://vocab.getty.edu/aat/term/1000513592-nl,achtdaagse klokken
http://vocab.getty.edu/aat/300204993,http://vocab.getty.edu/aat/term/1000500713-nl,wringbalansen
http://vocab.getty.edu/aat/300217322,http://vocab.getty.edu/aat/term/1000217322-nl,muffineers
http://vocab.getty.edu/aat/300043064,http://vocab.getty.edu/aat/term/1000043064-nl,trencher salts
http://vocab.getty.edu/aat/300197021,http://vocab.getty.edu/aat/term/1000498376-nl,dwerg-aleglazen
http://vocab.getty.edu/aat/300201256,http://vocab.getty.edu/aat/term/1000499763-nl,yard-of-aleglazen
http://vocab.getty.edu/aat/300200347,http://vocab.getty.edu/aat/term/1000200347-nl,Pechkrüge
http://vocab.getty.edu/aat/300206784,http://vocab.getty.edu/aat/term/1000206784-nl,historical flasks
http://vocab.getty.edu/aat/300206785,http://vocab.getty.edu/aat/term/1000206785-nl,pictorial flasks
http://vocab.getty.edu/aat/300265312,http://vocab.getty.edu/aat/term/1000513586-nl,decanteerfleswagentjes
http://vocab.getty.edu/aat/300265010,http://vocab.getty.edu/aat/term/1000305665-nl,doubleens
http://vocab.getty.edu/aat/300042693,http://vocab.getty.edu/aat/term/1000483657-nl,chûrula's
http://vocab.getty.edu/aat/300265878,http://vocab.getty.edu/aat/term/1000514075-nl,txistu’s
http://vocab.getty.edu/aat/300224625,http://vocab.getty.edu/aat/term/1000224625-nl,horagai
http://vocab.getty.edu/aat/300205166,http://vocab.getty.edu/aat/term/1000500764-nl,kromme zinken
http://vocab.getty.edu/aat/300042757,http://vocab.getty.edu/aat/term/1000483679-nl,rechte zinken
http://vocab.getty.edu/aat/300042759,http://vocab.getty.edu/aat/term/1000483683-nl,rechte kornetten
http://vocab.getty.edu/aat/300042293,http://vocab.getty.edu/aat/term/1000483460-nl,ophicleïdes
http://vocab.getty.edu/aat/300042755,http://vocab.getty.edu/aat/term/1000483677-nl,bashoorns
http://vocab.getty.edu/aat/300199238,http://vocab.getty.edu/aat/term/1000499228-nl,Russische fagotten
http://vocab.getty.edu/aat/300214355,http://vocab.getty.edu/aat/term/1000503245-nl,serpenten Forveilles
http://vocab.getty.edu/aat/300217460,http://vocab.getty.edu/aat/term/1000503788-nl,serpenten militaires
http://vocab.getty.edu/aat/300042309,http://vocab.getty.edu/aat/term/1000483470-nl,althoorns
http://vocab.getty.edu/aat/300042332,http://vocab.getty.edu/aat/term/1000483486-nl,tenorhoorns
http://vocab.getty.edu/aat/300042300,http://vocab.getty.edu/aat/term/1000483468-nl,eufoniums
http://vocab.getty.edu/aat/300042369,http://vocab.getty.edu/aat/term/1000483510-nl,helikons
http://vocab.getty.edu/aat/300042371,http://vocab.getty.edu/aat/term/1000483512-nl,sousafoons
http://vocab.getty.edu/aat/300042381,http://vocab.getty.edu/aat/term/1000483514-nl,Wagner tuba's
http://vocab.getty.edu/aat/300042769,http://vocab.getty.edu/aat/term/1000483690-nl,alpenhoorns
http://vocab.getty.edu/aat/300042278,http://vocab.getty.edu/aat/term/1000042278-nl,buccins
http://vocab.getty.edu/aat/300042298,http://vocab.getty.edu/aat/term/1000042298-nl,clavicors
http://vocab.getty.edu/aat/300266581,http://vocab.getty.edu/aat/term/1000502669-nl,didjeridu's
http://vocab.getty.edu/aat/300042803,http://vocab.getty.edu/aat/term/1000042803-nl,litui
http://vocab.getty.edu/aat/300042350,http://vocab.getty.edu/aat/term/1000483496-nl,ntahera's
http://vocab.getty.edu/aat/300265932,http://vocab.getty.edu/aat/term/1000514122-nl,rkan-lings
http://vocab.getty.edu/aat/300042804,http://vocab.getty.edu/aat/term/1000042804-nl,Stopftrompeten
http://vocab.getty.edu/aat/300042335,http://vocab.getty.edu/aat/term/1000483490-nl,trombone's
http://vocab.getty.edu/aat/300042356,http://vocab.getty.edu/aat/term/1000042356-nl,malakats
http://vocab.getty.edu/aat/300216604,http://vocab.getty.edu/aat/term/1000216604-nl,ponges
http://vocab.getty.edu/aat/300262730,http://vocab.getty.edu/aat/term/1000511031-nl,siwa’s
http://vocab.getty.edu/aat/300215225,http://vocab.getty.edu/aat/term/1000503352-nl,caledonica's
http://vocab.getty.edu/aat/300042547,http://vocab.getty.edu/aat/term/1000042547-nl,octavins
http://vocab.getty.edu/aat/300042561,http://vocab.getty.edu/aat/term/1000483611-nl,saxofoons
http://vocab.getty.edu/aat/300206749,http://vocab.getty.edu/aat/term/1000206749-nl,tárogatós
http://vocab.getty.edu/aat/300042564,http://vocab.getty.edu/aat/term/1000042564-nl,tenoroons
http://vocab.getty.edu/aat/300042447,http://vocab.getty.edu/aat/term/1000483559-nl,klarinetten
http://vocab.getty.edu/aat/300195685,http://vocab.getty.edu/aat/term/1000497902-nl,dubbele klarinetten
http://vocab.getty.edu/aat/300198917,http://vocab.getty.edu/aat/term/1000499093-nl,horlepiepen
http://vocab.getty.edu/aat/300214103,http://vocab.getty.edu/aat/term/1000214103-nl,hichiriki
http://vocab.getty.edu/aat/300265934,http://vocab.getty.edu/aat/term/1000309994-nl,hnès
http://vocab.getty.edu/aat/300042539,http://vocab.getty.edu/aat/term/1000483590-nl,hobo's
http://vocab.getty.edu/aat/300265931,http://vocab.getty.edu/aat/term/1000514121-nl,rgya-klings
http://vocab.getty.edu/aat/300042562,http://vocab.getty.edu/aat/term/1000483614-nl,schalmeien
http://vocab.getty.edu/aat/300265887,http://vocab.getty.edu/aat/term/1000309723-nl,tiples
http://vocab.getty.edu/aat/300042505,http://vocab.getty.edu/aat/term/1000483571-nl,kromhoorns
http://vocab.getty.edu/aat/300265916,http://vocab.getty.edu/aat/term/1000309865-nl,duduks
http://vocab.getty.edu/aat/300265935,http://vocab.getty.edu/aat/term/1000310002-nl,pi-nais
http://vocab.getty.edu/aat/300042550,http://vocab.getty.edu/aat/term/1000483603-nl,ranketten
http://vocab.getty.edu/aat/300042406,http://vocab.getty.edu/aat/term/1000483528-nl,binions
http://vocab.getty.edu/aat/300042407,http://vocab.getty.edu/aat/term/1000042407-nl,bocks
http://vocab.getty.edu/aat/300042411,http://vocab.getty.edu/aat/term/1000483533-nl,duda's
http://vocab.getty.edu/aat/300042420,http://vocab.getty.edu/aat/term/1000483537-nl,gajdy's
http://vocab.getty.edu/aat/300042421,http://vocab.getty.edu/aat/term/1000483539-nl,highland-doedelzakken
http://vocab.getty.edu/aat/300042425,http://vocab.getty.edu/aat/term/1000483541-nl,Lowland doedelzakken
http://vocab.getty.edu/aat/300206638,http://vocab.getty.edu/aat/term/1000206638-nl,mashaks
http://vocab.getty.edu/aat/300042414,http://vocab.getty.edu/aat/term/1000042414-nl,musettes
http://vocab.getty.edu/aat/300042426,http://vocab.getty.edu/aat/term/1000483543-nl,Northumbriaanse doedelzakken
http://vocab.getty.edu/aat/300265480,http://vocab.getty.edu/aat/term/1000308093-nl,sourdelines
http://vocab.getty.edu/aat/300042434,http://vocab.getty.edu/aat/term/1000042434-nl,uilleann pipes
http://vocab.getty.edu/aat/300042439,http://vocab.getty.edu/aat/term/1000483549-nl,zampogna's
http://vocab.getty.edu/aat/300042438,http://vocab.getty.edu/aat/term/1000042438-nl,zaqqs
http://vocab.getty.edu/aat/300042098,http://vocab.getty.edu/aat/term/1000483290-nl,harpen met dubbelvoudige pedaalwerking
http://vocab.getty.edu/aat/300042097,http://vocab.getty.edu/aat/term/1000483288-nl,harpen met enkelvoudige pedaalwerking
http://vocab.getty.edu/aat/300042069,http://vocab.getty.edu/aat/term/1000483272-nl,tripelharpen uit Wales
http://vocab.getty.edu/aat/300042188,http://vocab.getty.edu/aat/term/1000483371-nl,lira's da gamba
http://vocab.getty.edu/aat/300217508,http://vocab.getty.edu/aat/term/1000503792-nl,sindhi sarangi's
http://vocab.getty.edu/aat/300212525,http://vocab.getty.edu/aat/term/1000212525-nl,church basses
http://vocab.getty.edu/aat/300042216,http://vocab.getty.edu/aat/term/1000483393-nl,contrabassen
http://vocab.getty.edu/aat/300265877,http://vocab.getty.edu/aat/term/1000309687-nl,quintons
http://vocab.getty.edu/aat/300042225,http://vocab.getty.edu/aat/term/1000483403-nl,altviolen
http://vocab.getty.edu/aat/300042226,http://vocab.getty.edu/aat/term/1000483405-nl,viola's d'amore
http://vocab.getty.edu/aat/300042215,http://vocab.getty.edu/aat/term/1000483391-nl,violen
http://vocab.getty.edu/aat/300209202,http://vocab.getty.edu/aat/term/1000501205-nl,cello's
http://vocab.getty.edu/aat/300042176,http://vocab.getty.edu/aat/term/1000042176-nl,barytons
http://vocab.getty.edu/aat/300042242,http://vocab.getty.edu/aat/term/1000483416-nl,lierviola's
http://vocab.getty.edu/aat/300216589,http://vocab.getty.edu/aat/term/1000216589-nl,pardessus de viole
http://vocab.getty.edu/aat/300042237,http://vocab.getty.edu/aat/term/1000483409-nl,gambas
http://vocab.getty.edu/aat/300197838,http://vocab.getty.edu/aat/term/1000498630-nl,mandocello's
http://vocab.getty.edu/aat/300042107,http://vocab.getty.edu/aat/term/1000483304-nl,mandora's
http://vocab.getty.edu/aat/300205948,http://vocab.getty.edu/aat/term/1000500832-nl,Napolitaanse mandolines
http://vocab.getty.edu/aat/300265872,http://vocab.getty.edu/aat/term/1000309658-nl,banjoleles
http://vocab.getty.edu/aat/300205209,http://vocab.getty.edu/aat/term/1000500769-nl,vijfsnarige banjo's
http://vocab.getty.edu/aat/300214844,http://vocab.getty.edu/aat/term/1000503305-nl,aartscisters
http://vocab.getty.edu/aat/300042849,http://vocab.getty.edu/aat/term/1000483725-nl,Engelse gitaren
http://vocab.getty.edu/aat/300042022,http://vocab.getty.edu/aat/term/1000483241-nl,orphanons
http://vocab.getty.edu/aat/300265864,http://vocab.getty.edu/aat/term/1000514062-nl,cavaquinho’s
http://vocab.getty.edu/aat/300042854,http://vocab.getty.edu/aat/term/1000483727-nl,chitarra's battente
http://vocab.getty.edu/aat/300265941,http://vocab.getty.edu/aat/term/1000514126-nl,guitarons
http://vocab.getty.edu/aat/300042033,http://vocab.getty.edu/aat/term/1000483247-nl,harp-gitaren
http://vocab.getty.edu/aat/300042858,http://vocab.getty.edu/aat/term/1000483729-nl,liergitaren
http://vocab.getty.edu/aat/300265862,http://vocab.getty.edu/aat/term/1000309591-nl,ramkies
http://vocab.getty.edu/aat/300201283,http://vocab.getty.edu/aat/term/1000206822-nl,ukeleles
http://vocab.getty.edu/aat/300201958,http://vocab.getty.edu/aat/term/1000499980-nl,vihuela's
http://vocab.getty.edu/aat/300395523,http://vocab.getty.edu/aat/term/1000609170-nl,luitgitaren
http://vocab.getty.edu/aat/300042208,http://vocab.getty.edu/aat/term/1000483386-nl,nsambi's
http://vocab.getty.edu/aat/300265876,http://vocab.getty.edu/aat/term/1000309683-nl,surbahars
http://vocab.getty.edu/aat/300257076,http://vocab.getty.edu/aat/term/1000510140-nl,lesiba's
http://vocab.getty.edu/aat/300041899,http://vocab.getty.edu/aat/term/1000483157-nl,krotals
http://vocab.getty.edu/aat/300265926,http://vocab.getty.edu/aat/term/1000514116-nl,jalra’s
http://vocab.getty.edu/aat/300214184,http://vocab.getty.edu/aat/term/1000503215-nl,zillen
http://vocab.getty.edu/aat/300195374,http://vocab.getty.edu/aat/term/1000497819-nl,percussiebuizen
http://vocab.getty.edu/aat/300212773,http://vocab.getty.edu/aat/term/1000212773-nl,steel drums
http://vocab.getty.edu/aat/300041789,http://vocab.getty.edu/aat/term/1000483097-nl,watertrommen
http://vocab.getty.edu/aat/300041868,http://vocab.getty.edu/aat/term/1000483129-nl,aambeelden (idiofonen)
http://vocab.getty.edu/aat/300041927,http://vocab.getty.edu/aat/term/1000041927-nl,percussion beams
http://vocab.getty.edu/aat/300195373,http://vocab.getty.edu/aat/term/1000497817-nl,slagplaten (muziekinstrumenten)
http://vocab.getty.edu/aat/300195372,http://vocab.getty.edu/aat/term/1000497815-nl,slagstokken (instrument)
http://vocab.getty.edu/aat/300041995,http://vocab.getty.edu/aat/term/1000483225-nl,lithofonen (percussie-idiofonen)
http://vocab.getty.edu/aat/300041911,http://vocab.getty.edu/aat/term/1000610617-nl,triangels
http://vocab.getty.edu/aat/300041976,http://vocab.getty.edu/aat/term/1000483207-nl,xylofoons
http://vocab.getty.edu/aat/300041926,http://vocab.getty.edu/aat/term/1000483175-nl,reco-reco's
http://vocab.getty.edu/aat/300041922,http://vocab.getty.edu/aat/term/1000041922-nl,güiros
http://vocab.getty.edu/aat/300214144,http://vocab.getty.edu/aat/term/1000214144-nl,kakko
http://vocab.getty.edu/aat/300205759,http://vocab.getty.edu/aat/term/1000500828-nl,mechanische pauken
http://vocab.getty.edu/aat/300214338,http://vocab.getty.edu/aat/term/1000503239-nl,nacaires
http://vocab.getty.edu/aat/300222118,http://vocab.getty.edu/aat/term/1000504423-nl,naqara's
http://vocab.getty.edu/aat/300206829,http://vocab.getty.edu/aat/term/1000206829-nl,tabla
http://vocab.getty.edu/aat/300265914,http://vocab.getty.edu/aat/term/1000514105-nl,talamba’s
http://vocab.getty.edu/aat/300197554,http://vocab.getty.edu/aat/term/1000498523-nl,pauken
http://vocab.getty.edu/aat/300041771,http://vocab.getty.edu/aat/term/1000483091-nl,sakara's
http://vocab.getty.edu/aat/300215571,http://vocab.getty.edu/aat/term/1000215571-nl,dombaks
http://vocab.getty.edu/aat/300214236,http://vocab.getty.edu/aat/term/1000214236-nl,dunduns
http://vocab.getty.edu/aat/300214169,http://vocab.getty.edu/aat/term/1000503213-nl,kalungu's
http://vocab.getty.edu/aat/300216587,http://vocab.getty.edu/aat/term/1000216587-nl,kotsuzumi
http://vocab.getty.edu/aat/300216588,http://vocab.getty.edu/aat/term/1000216588-nl,otsuzumi
http://vocab.getty.edu/aat/300194015,http://vocab.getty.edu/aat/term/1000194015-nl,bembés (cilindertrommen met enkel vel)
http://vocab.getty.edu/aat/300041839,http://vocab.getty.edu/aat/term/1000483111-nl,bongo's
http://vocab.getty.edu/aat/300041837,http://vocab.getty.edu/aat/term/1000041837-nl,boobams
http://vocab.getty.edu/aat/300041841,http://vocab.getty.edu/aat/term/1000483113-nl,conga's
http://vocab.getty.edu/aat/300041738,http://vocab.getty.edu/aat/term/1000483080-nl,gongdrums
http://vocab.getty.edu/aat/300265910,http://vocab.getty.edu/aat/term/1000514101-nl,moropi’s
http://vocab.getty.edu/aat/300041732,http://vocab.getty.edu/aat/term/1000483078-nl,bassdrums
http://vocab.getty.edu/aat/300265901,http://vocab.getty.edu/aat/term/1000514096-nl,bata’s
http://vocab.getty.edu/aat/300265908,http://vocab.getty.edu/aat/term/1000514100-nl,changko’s
http://vocab.getty.edu/aat/300265905,http://vocab.getty.edu/aat/term/1000309792-nl,dhols
http://vocab.getty.edu/aat/300265899,http://vocab.getty.edu/aat/term/1000514094-nl,isigubu’s
http://vocab.getty.edu/aat/300265906,http://vocab.getty.edu/aat/term/1000514099-nl,kakko’s (cilindertrommen)
http://vocab.getty.edu/aat/300265904,http://vocab.getty.edu/aat/term/1000514097-nl,ntenga’s
http://vocab.getty.edu/aat/300265900,http://vocab.getty.edu/aat/term/1000514095-nl,okedo-daiko’s
http://vocab.getty.edu/aat/300041755,http://vocab.getty.edu/aat/term/1000483084-nl,snaardrums
http://vocab.getty.edu/aat/300041758,http://vocab.getty.edu/aat/term/1000041758-nl,tabors
http://vocab.getty.edu/aat/300041783,http://vocab.getty.edu/aat/term/1000041783-nl,tom-toms
http://vocab.getty.edu/aat/300041712,http://vocab.getty.edu/aat/term/1000483052-nl,giraffe-piano's
http://vocab.getty.edu/aat/300212279,http://vocab.getty.edu/aat/term/1000502630-nl,harp-piano's
http://vocab.getty.edu/aat/300216572,http://vocab.getty.edu/aat/term/1000216572-nl,lyraflügels
http://vocab.getty.edu/aat/300205252,http://vocab.getty.edu/aat/term/1000500775-nl,piramide-piano's
http://vocab.getty.edu/aat/300212984,http://vocab.getty.edu/aat/term/1000503004-nl,tweedekkers (vliegtuigen)
http://vocab.getty.edu/aat/300233989,http://vocab.getty.edu/aat/term/1000506727-nl,eendekkers
http://vocab.getty.edu/aat/300233928,http://vocab.getty.edu/aat/term/1000506699-nl,luchtvaartuigen met verstelbare vleugels
http://vocab.getty.edu/aat/300233940,http://vocab.getty.edu/aat/term/1000506701-nl,luchtvaartuigen die verticaal landen of opstijgen
http://vocab.getty.edu/aat/300226642,http://vocab.getty.edu/aat/term/1000226642-nl,sailplanes
http://vocab.getty.edu/aat/300226564,http://vocab.getty.edu/aat/term/1000505224-nl,ijswagens
http://vocab.getty.edu/aat/300022371,http://vocab.getty.edu/aat/term/1000475421-nl,vrachtwagens
http://vocab.getty.edu/aat/300229644,http://vocab.getty.edu/aat/term/1000505798-nl,trekkers (van vrachtwagencombinaties)
http://vocab.getty.edu/aat/300212905,http://vocab.getty.edu/aat/term/1000502970-nl,bestelbussen
http://vocab.getty.edu/aat/300215710,http://vocab.getty.edu/aat/term/1000503482-nl,goederenwagens
http://vocab.getty.edu/aat/300227881,http://vocab.getty.edu/aat/term/1000227881-nl,commercial vehicles
http://vocab.getty.edu/aat/300228087,http://vocab.getty.edu/aat/term/1000228087-nl,dragsters
http://vocab.getty.edu/aat/300005692,http://vocab.getty.edu/aat/term/1000466657-nl,kampeervouwwagens
http://vocab.getty.edu/aat/300212740,http://vocab.getty.edu/aat/term/1000502827-nl,golfwagentjes
http://vocab.getty.edu/aat/300005687,http://vocab.getty.edu/aat/term/1000466653-nl,campers
http://vocab.getty.edu/aat/300212884,http://vocab.getty.edu/aat/term/1000502935-nl,skimotoren
http://vocab.getty.edu/aat/300134178,http://vocab.getty.edu/aat/term/1000404146-nl,caravans (recreatievoertuigen)
http://vocab.getty.edu/aat/300389980,http://vocab.getty.edu/aat/term/1000581638-nl,herenfietsen
http://vocab.getty.edu/aat/300227889,http://vocab.getty.edu/aat/term/1000505501-nl,dubbeldekkers
http://vocab.getty.edu/aat/300212870,http://vocab.getty.edu/aat/term/1000502915-nl,schoolbussen
http://vocab.getty.edu/aat/300220343,http://vocab.getty.edu/aat/term/1000504034-nl,trolleybussen
http://vocab.getty.edu/aat/300227933,http://vocab.getty.edu/aat/term/1000505541-nl,bromfietsen
http://vocab.getty.edu/aat/300227935,http://vocab.getty.edu/aat/term/1000611791-nl,gemotoriseerde fietsen
http://vocab.getty.edu/aat/300212788,http://vocab.getty.edu/aat/term/1000502861-nl,scooters
http://vocab.getty.edu/aat/300212618,http://vocab.getty.edu/aat/term/1000212618-nl,ambulances
http://vocab.getty.edu/aat/300212734,http://vocab.getty.edu/aat/term/1000502815-nl,brandweerwagens
http://vocab.getty.edu/aat/300226553,http://vocab.getty.edu/aat/term/1000505218-nl,rijdbare handpompen
http://vocab.getty.edu/aat/300226562,http://vocab.getty.edu/aat/term/1000505220-nl,ladderwagens
http://vocab.getty.edu/aat/300226563,http://vocab.getty.edu/aat/term/1000505222-nl,slangenwagens
http://vocab.getty.edu/aat/300257702,http://vocab.getty.edu/aat/term/1000510253-nl,stoompompen
